#  MJD-58000 counts error  run
 500.72371 262.88  18.54 1
 500.72486 231.13  17.47 1
 500.72602 270.56  19.12 1
 500.72718 268.34  18.87 1
 500.72834 261.78  18.49 1
 500.72949 231.02  17.81 1
 500.73065 172.52  15.36 1
 500.73181 167.79  15.02 1
 500.73297 196.07  16.18 1
 500.73412 160.95  14.75 1
 500.73528 157.55  14.45 1
 500.73644 165.20  14.68 1
 500.73760 125.41  12.82 1
 500.73875 136.13  13.30 1
 500.73991 119.02  12.90 1
 500.74107 131.53  13.23 1
 500.74223  97.77  11.45 1
 500.74338  85.97  10.96 1
 500.74454  92.93  11.91 1
 500.74570  88.26  10.87 1
 500.74686  62.49   9.60 1
 500.74801  69.73   9.66 1
 500.74917  63.73   9.30 1
 500.75033  58.23   8.68 1
 500.75148  78.69  10.34 1
 500.75264  67.46  10.48 1
 500.75380  48.82   8.44 1
 500.75496  51.25   8.62 1
 500.75611  51.80   8.20 1
 500.75727  61.74  10.10 1
 500.75843  41.36   7.31 1
 500.75959  35.35   8.62 1
 500.76074  34.44  10.33 1
 500.76190  43.13   7.76 1
 500.76306  43.53   7.83 1
 500.76422  22.59   6.08 1
 500.76537  47.95   8.02 1
 500.76653  31.69   8.66 1
 500.76769  27.36   8.18 1
 528.71044   3.00   1.73 2
 528.72201   7.00   2.65 2
 528.73359  51.00   7.14 2
 528.74516  44.00   6.63 2
 528.75673  14.00   3.74 2
 528.76831   4.00   2.00 2
 528.77988   1.00   1.00 2
 528.79146   2.00   1.41 2
 528.80303   3.00   1.73 2
 528.81460   1.00   1.00 2
 528.82618   2.00   1.41 2
 528.83775   4.00   2.00 2
 528.84933   1.00   1.00 2
 528.86090   1.00   1.00 2
 528.87247   2.00   1.41 2
 528.88405   1.00   1.00 2
 528.90720   3.00   1.73 2
 528.91877   2.00   1.41 2
 528.93034   1.00   1.00 2
 528.94192   2.00   1.41 2
 528.95349   1.00   1.00 2
 528.96507   1.00   1.00 2
 528.97664   1.00   1.00 2
 528.99979   2.00   1.41 2
 529.01136   1.00   1.00 2
 529.02294   1.00   1.00 2
 529.03451   2.00   1.41 2
 529.04609   1.00   1.00 2
 529.08081   3.00   1.73 2
 529.09238   3.00   1.73 2
 529.10396   1.00   1.00 2
 529.11553  13.00   3.61 2
 529.12710  31.00   5.57 2
 529.13868  22.00   4.69 2
 529.15025   4.00   2.00 2
 529.16183   7.00   2.65 2
 529.17340   5.00   2.24 2
 529.18497   3.00   1.73 2
 529.19655   1.00   1.00 2
 529.20812   1.00   1.00 2
 529.21970   3.00   1.73 2
 529.23127   1.00   1.00 2
 529.25442   2.00   1.41 2
 529.26599   2.00   1.41 2
 529.27757   3.00   1.73 2
 529.28914   2.00   1.41 2
 529.30072   1.00   1.00 2
 529.32386   2.00   1.41 2
 529.35859   1.00   1.00 2
 529.38173   1.00   1.00 2
 529.39331   4.00   2.00 2
 529.41646   1.00   1.00 2
 529.43960   3.00   1.73 2
 529.46275   1.00   1.00 2
 529.47433   5.00   2.24 2
 529.48590  24.00   4.90 2
 529.49747  35.00   5.92 2
 529.50905  17.00   4.12 2
 529.52062   3.00   1.73 2
 529.53220   4.00   2.00 2
 529.54377   1.00   1.00 2
 634.91236  22.01   5.34 3
 634.91352  39.42   7.65 3
 634.91468  36.60   7.59 3
 634.91584  28.32   7.33 3
 634.91699  44.40   8.42 3
 634.91815  72.07  10.47 3
 634.91931  62.45   9.71 3
 634.92047  57.15  10.16 3
 634.92162  60.90   9.74 3
 634.92278  73.26  10.43 3
 634.92394  88.31  11.41 3
 634.92510  85.43  10.69 3
 634.92625 102.46  11.90 3
 634.92741 119.88  12.89 3
 634.92857 148.74  14.53 3
 634.92973 124.56  13.96 3
 634.93088 145.12  14.03 3
 634.93204 133.18  14.12 3
 634.93320 114.52  13.11 3
 634.93436 149.33  14.12 3
 634.93551 145.38  14.06 3
 634.93667 150.72  14.74 3
 634.93783 141.33  14.13 3
 634.93899 142.06  13.82 3
 634.94014  93.71  11.61 3
 634.94130  98.87  11.49 3
 634.94246  88.02  11.21 3
 634.94361  86.15  11.19 3
 634.94477  86.97  11.41 3
 634.94593  65.56   9.74 3
 634.94709  81.55  10.69 3
 634.94824  51.73   9.22 3
 634.94940  58.75   8.94 3
 634.95056  54.06   9.00 3
 634.95172  41.79   7.83 3
 634.95287  44.46   7.64 3
 634.95403  50.35   8.38 3
 634.95519  36.44   7.50 3
 634.95635  42.73   7.65 3
 634.95750  45.95   8.58 3
 634.95866  41.96   7.99 3
 634.95982  39.16   7.37 3
 634.96098  39.00   7.77 3
 634.96213  34.60   6.81 3
 634.96329  19.92   6.27 3
 634.96445  32.17   6.82 3
 634.96561  34.27   7.19 3
 634.96676  24.59   5.64 3
 634.96792  24.59   5.92 3
 634.96908  26.29   6.70 3
 634.97024  16.02   4.97 3
 634.97139  20.77   6.05 3
 634.97255  32.41   6.49 3
 634.97371  30.08   6.69 3
 634.97486  19.45   5.63 3
 634.97602  24.45   6.31 3
 634.97718  25.90   6.83 3
 634.97834  23.13   6.13 3
 634.97949  32.56   6.92 3
 634.98065  27.07   5.91 3
 634.98181  33.39   6.70 3
 634.98297  18.70   5.62 3
 634.98412  22.25   6.22 3
 634.98528  21.06   5.59 3
 634.98644  20.62   5.15 3
 634.98760  14.78   4.47 3
 634.98875  14.25   4.65 3
 634.98991  14.21   5.49 3
 634.99107  16.98   5.36 3
 634.99223  19.54   5.35 3
 634.99338  14.57   4.75 3
 634.99454  26.18   6.13 3
 634.99570  22.05   5.84 3
 634.99686  15.51   4.48 3
 634.99801  27.07   6.33 3
 634.99917  22.11   5.67 3
 635.00033  19.53   5.37 3
 635.00149  12.93   4.83 3
 635.00264  20.86   5.22 3
 635.00380  20.10   5.20 3
 635.00496  29.58   6.58 3
 635.00611  15.25   5.58 3
 635.00727  10.83   4.63 3
 635.00843  23.36   5.51 3
 635.00959  27.38   6.74 3
 635.01074  11.66   3.89 3
 635.01190  16.87   4.68 3
 635.01306  17.26   5.13 3
 635.01422  14.79   5.15 3
 635.01537  10.37   4.45 3
 635.01653  15.59   4.50 3
 635.01769  14.54   4.39 3
 635.01885   5.25   3.67 3
 635.02000  10.51   3.72 3
 635.02116  15.42   4.80 3
 635.02232  13.28   4.58 3
 635.02348   7.84   3.65 3
 635.02463  12.51   4.57 3
 635.02579  14.29   4.31 3
 635.02695   9.45   4.41 3
 635.02811   9.12   4.28 3
 635.02926   5.59   3.31 3
 635.03042  14.23   4.65 3
 635.03158  14.20   4.28 3
 635.03274  16.70   4.63 3
 635.03389   6.48   3.43 3
 635.03505   9.18   3.90 3
 635.03621  15.84   4.60 3
 635.03736   6.80   3.94 3
 635.03852  11.70   3.90 3
 635.03968   8.17   3.35 3
 635.04084   6.56   2.94 3
 635.04199  21.81   5.79 3
 635.04315  12.77   4.04 3
 635.04431   6.59   3.88 3
 635.04547  16.92   5.01 3
 635.04662  11.33   5.03 3
 635.04778  15.54   4.49 3
 635.04894  10.73   4.22 3
 635.05010  18.18   5.17 3
 635.05125  16.79   4.66 3
 635.05241   9.22   3.93 3
 635.05357   8.18   3.36 3
 635.05473   9.83   3.74 3
 635.05588  14.19   4.63 3
 635.05704  14.27   4.67 3
 635.05820  14.45   5.34 3
 635.05936  14.30   4.69 3
 635.06051  19.29   4.98 3
 635.06167  14.68   4.80 3
 635.06283  28.69   6.12 3
 635.06399  18.18   6.05 3
 635.06514  26.95   6.04 3
 635.06630  18.12   5.18 3
 635.06746  14.10   4.25 3
 635.06861  20.84   5.53 3
 635.06977  14.47   4.37 3
 635.07093  16.74   4.97 3
 635.07209  25.26   5.81 3
 635.07324  22.47   5.46 3
 635.07440  19.27   5.18 3
 635.07556  23.67   5.59 3
 635.07672  11.73   4.30 3
 635.07787  20.75   5.49 3
 635.07903  16.96   5.47 3
 635.08019  24.15   5.72 3
 635.08135  21.98   5.62 3
 635.08250  18.57   4.97 3
 635.08366  25.91   6.08 3
 635.08482  22.15   5.69 3
 635.08598  18.13   5.17 3
 635.08713  15.72   5.19 3
 635.08829  14.36   4.33 3
 635.08945  30.85   6.30 3
 635.09061  19.40   5.01 3
 635.09176  13.77   5.07 3
 635.09292  18.58   5.60 3
 635.09408  31.18   6.61 3
 635.09524  14.50   4.38 3
 635.09639  32.46   6.49 3
 635.09755  20.74   5.19 3
 635.09871  23.25   5.77 3
 635.09986  23.92   6.33 3
 635.10102  27.04   6.17 3
 635.10218  17.23   4.79 3
 635.10334  17.08   5.06 3
 635.10449  13.41   4.25 3
 635.10565  22.13   5.96 3
 635.10681  22.59   5.49 3
 635.10797  18.23   5.19 3
 635.10912  15.98   4.97 3
 635.11028  18.46   5.26 3
 635.11144  22.36   5.72 3
 635.11260  28.64   6.11 3
 635.11375  30.33   6.58 3
 635.11491  22.01   5.34 3
 635.11607  12.81   4.30 3
 635.11723  18.51   5.27 3
 635.11838  12.91   4.48 3
 635.11954  11.69   4.66 3
 635.12070  13.18   4.55 3
 635.12186  18.42   5.85 3
 635.12301  23.43   5.52 3
 635.12417  18.12   4.84 3
 635.12533  20.73   5.18 3
 635.12649   7.72   3.63 3
 635.12764  22.77   5.55 3
 635.12880  14.60   4.75 3
 635.12996  13.09   4.53 3
 635.13111  19.24   4.97 3
 635.13227  18.07   4.83 3
 635.13343  14.22   4.29 3
 635.13459  14.64   4.43 3
 635.13574  17.50   5.18 3
 635.13690  20.75   5.49 3
 635.13806  15.43   4.45 3
 635.13922  14.74   4.81 3
 635.14037  27.21   6.27 3
 635.14153  15.49   4.47 3
 635.14269  19.80   5.13 3
 635.14385  15.86   5.24 3
 635.14500  12.30   5.16 3
 635.14616  27.20   5.94 3
 635.14732  25.84   5.78 3
 635.14848  15.55   5.16 3
 635.14963  22.13   5.66 3
 635.15079  14.20   4.64 3
 635.15195  36.81   6.97 3
 635.15311  17.18   4.77 3
 635.15426  14.94   4.87 3
 635.15542  10.49   4.12 3
 635.15658  28.53   6.33 3
 635.15774  18.04   5.14 3
 635.15889  18.21   5.18 3
 635.16005  23.89   5.67 3
 635.16121  13.65   5.32 3
 635.16236  18.02   5.14 3
 635.16352  24.24   6.02 3
 635.16468  27.19   5.93 3
 635.16584  24.54   5.63 3
 635.16699  25.16   5.80 3
 635.16815  13.05   4.13 3
 635.16931  18.12   4.84 3
 635.17047  25.02   5.76 3
 635.17162  28.75   6.14 3
 635.17278  25.17   6.05 3
 635.17394  24.67   5.85 3
 635.17510  12.98   4.82 3
 635.17625  18.48   5.56 3
 635.17741  18.51   4.97 3
 635.17857  14.17   5.49 3
 635.17973  13.12   4.15 3
 635.18088  16.79   5.29 3
 635.18204  16.76   4.65 3
 635.18320  19.23   5.89 3
 635.18436  13.12   4.52 3
 635.18551  11.67   4.30 3
 635.18667  16.86   5.63 3
 635.18783  20.68   5.47 3
 635.18899  19.57   5.36 3
 635.19014  11.82   5.02 3
 635.19130  17.76   5.83 3
 635.19246  20.58   5.62 3
 635.19361  26.00   6.09 3
 635.19477  12.89   4.08 3
 635.19593  18.28   6.05 3
 635.19709  13.07   4.14 3
 635.19824  16.77   4.65 3
 635.19940  24.92   5.72 3
 635.20056  19.39   5.01 3
 635.20172  10.43   3.69 3
 635.20287  22.09   5.64 3
 635.20403  20.75   5.49 3
 635.20519  18.28   4.89 3
 635.20635  14.25   4.30 3
 635.20750  17.86   5.30 3
 635.20866  25.52   6.14 3
 635.20982  31.01   6.33 3
 635.21098  27.44   6.18 3
 635.21213  14.21   4.64 3
 635.21329  23.26   5.77 3
 635.21445  27.75   6.07 3
 635.21561  20.72   5.47 3
 635.21676  18.23   5.19 3
 635.21792  26.15   5.85 3
 635.21908  16.36   5.07 3
 635.22024  23.32   5.50 3
 635.22139  24.66   5.96 3
 635.22255  14.39   5.35 3
 635.22371  27.66   6.31 3
 635.22486  22.09   5.65 3
 635.22602  19.33   5.59 3
 635.22718  23.65   5.58 3
 635.22834  26.06   6.09 3
 635.22949  18.17   4.86 3
 635.23065  19.42   5.01 3
 635.23181  28.73   6.13 3
 635.23297  24.35   5.77 3
 635.23412  26.82   6.52 3
 635.23528  31.12   6.60 3
 635.23644  24.61   5.84 3
 635.23760  18.73   5.62 3
 635.23875  19.81   5.13 3
 635.23991  16.87   5.01 3
 635.24107  14.21   5.00 3
 635.24223  26.04   5.82 3
 635.24338  20.12   5.57 3
 635.24454  18.28   5.49 3
 635.24570  18.31   5.23 3
 635.24686  24.56   5.63 3
 635.24801  23.92   6.71 3
 635.24917  21.17   5.61 3
 635.25033  23.31   5.49 3
 635.25149  19.84   5.90 3
 635.25264  27.27   6.40 3
 635.25380  25.44   5.85 3
 635.25496  27.43   6.25 3
 635.25611  35.36   7.49 3
 635.25727  36.23   7.08 3
 635.25843  28.51   6.83 3
 635.25959  38.36   7.37 3
 635.26074  37.57   6.98 3
 635.26190  50.69   8.52 3
 635.26306  50.30   8.75 3
 635.26422  61.16   8.92 3
 635.26537  59.66   9.10 3
 635.26653  81.66  10.29 3
 635.26769  71.77   9.80 3
 635.26885  89.52  11.03 3
 635.27000 113.44  12.18 3
 635.27116 112.25  12.11 3
 635.27232  98.19  11.36 3
 635.27348 137.90  13.80 3
 635.27463 149.96  14.38 3
 635.27579 171.53  15.57 3
 635.27695 195.86  16.30 3
 635.27811 184.00  15.69 3
 635.27926 217.12  17.23 3
 635.28042 228.53  17.83 3
 635.28158 195.75  16.39 3
 635.28274 199.81  16.44 3
 635.28389 174.32  15.28 3
 635.28505 194.20  16.25 3
 635.28621 191.27  16.23 3
 635.28736 194.77  16.27 3
 635.28852 161.67  14.60 3
 635.28968 147.46  13.96 3
 635.29084 159.58  14.86 3
 635.29199 140.62  13.62 3
 635.29315 114.51  12.47 3
 635.29431  92.50  11.14 3
 635.29547  99.66  11.60 3
 635.29662  98.78  11.34 3
 635.29778 104.99  12.17 3
 635.29894  88.40  10.72 3
 635.30010  66.51   9.49 3
 635.30125  99.80  11.61 3
 635.30241  50.86   8.15 3
 635.30357  63.81   9.30 3
 635.30473  76.59  10.13 3
 635.30588  45.93   8.18 3
 635.30704  80.03  10.37 3
 635.30820  45.06   8.34 3
 635.30936  37.93   7.06 3
 635.31051  56.75   8.85 3
 635.31167  24.42   5.90 3
 635.31283  27.74   6.33 3
 635.31399  33.88   7.12 3
 635.31514  28.66   6.63 3
 635.31630  30.33   6.97 3
 635.31746  45.02   7.74 3
 635.31861  46.78   8.14 3
 635.31977  34.35   6.75 3
 635.32093  32.35   6.47 3
 635.32209  29.78   6.46 3
 635.32324  27.28   6.48 3
 635.32440  32.61   6.99 3
 635.32556  37.81   7.25 3
 635.32672  26.42   6.19 3
 635.32787  36.51   6.90 3
 635.32903  24.63   6.46 3
 635.33019  27.66   6.05 3
 635.33135  16.79   4.66 3
 635.33250  31.06   6.34 3
 635.33366  31.16   6.36 3
 635.33482  24.65   5.94 3
 635.33598  26.52   6.22 3
 635.33713  27.20   5.94 3
 635.33829  14.56   5.09 3
 635.33945  10.35   4.06 3
 635.34061  23.52   5.55 3
 635.34176  29.98   6.97 3
 635.34292  32.12   7.00 3
 635.34408  34.86   7.21 3
 635.34524  29.77   6.21 3
 635.34639  23.75   5.89 3
 635.34755  40.33   7.47 3
 635.34871  35.70   6.89 3
 635.34986  34.61   6.81 3
 635.35102  29.16   6.73 3
 635.35218  35.34   7.26 3
 635.35334  36.61   7.09 3
 635.35449  25.27   5.81 3
 635.35565  28.46   6.07 3
 635.35681  19.65   5.09 3
 635.35797  23.78   5.62 3
 635.35912  34.52   7.02 3
 635.36028  20.76   5.49 3
 635.36144  25.04   5.76 3
 635.36260  24.87   5.98 3
 635.36375  32.36   6.73 3
 635.36491  24.67   5.93 3
 635.36607  24.62   6.03 3
 635.36723  29.92   6.25 3
 635.36838  28.46   6.07 3
 635.36954  28.11   6.15 3
 635.37070  23.38   6.24 3
 635.37186  25.30   5.82 3
 635.37301  14.38   5.33 3
 635.37417  26.00   5.81 3
 635.37533  20.94   5.24 3
 635.37649  21.08   5.28 3
 635.37764  41.53   7.91 3
 635.37880  22.79   6.08 3
 635.37996  22.23   6.23 3
 635.38111  31.08   6.35 3
 635.38227  35.52   7.70 3
 635.38343  25.63   5.91 3
 635.38459  17.77   4.95 3
 635.38574  26.02   5.82 3
 635.38690  18.98   5.09 3
 635.38806  21.41   5.37 3
 635.38922  20.26   5.27 3
 635.39037  19.80   5.42 3
 635.39153  19.35   5.00 3
 635.39269  18.69   5.33 3
 635.39385  18.59   5.60 3
 635.39500  24.67   5.93 3
 635.39616  22.56   5.78 3
 635.39732  17.23   4.79 3
 635.39848  21.85   6.57 3
 635.39963  29.62   6.83 3
 635.40079  31.69   6.96 3
 635.40195  24.48   6.06 3
 635.40311  25.02   6.54 3
 635.40426  30.40   6.59 3
 635.40542  25.99   6.08 3
 635.40658  25.95   5.80 3
 635.40774  34.98   7.20 3
 635.40889  30.33   6.34 3
 635.41005  38.73   7.64 3
 635.41121  30.95   6.32 3
 635.41236  40.14   7.21 3
 635.41352  25.93   5.80 3
 635.41468  22.03   5.91 3
 635.41584  35.33   7.42 3
 635.41699  32.61   7.01 3
 635.41815  22.36   6.01 3
 635.41931  24.78   5.69 3
 635.42047  25.91   5.79 3
 635.42162  34.32   6.75 3
 635.42278  25.11   6.30 3
 635.42394  25.62   6.18 3
 635.42510  25.34   6.38 3
 635.42625  28.48   6.07 3
 635.42741  19.82   5.13 3
 635.42857  23.83   6.17 3
 635.42973  28.81   6.16 3
 635.43088  21.92   5.84 3
 635.43204  22.04   5.35 3
 635.43320  22.33   5.42 3
 635.43436  26.31   5.89 3
 635.43551  15.58   4.50 3
 635.43667  16.83   4.67 3
 635.43783  28.35   6.22 3
 635.43899  25.25   6.07 3
 635.44014  18.65   4.99 3
 635.44130  22.93   6.14 3
 635.44246  18.96   5.38 3
 635.44361  20.17   5.83 3
 635.44477  28.78   6.39 3
 635.44593  21.04   5.27 3
 635.44709  22.92   5.86 3
 635.44824  28.79   6.15 3
 635.44940  22.42   5.74 3
 635.45056  31.49   6.44 3
 635.45172  20.94   5.84 3
 635.45287  14.35   4.69 3
 635.45403  17.09   5.08 3
 635.45519  19.82   5.13 3
 635.45635  19.51   5.35 3
 635.45750  31.31   6.65 3
 635.45866  28.59   6.60 3
 635.45982  25.35   6.37 3
 635.46098  21.76   6.01 3
 635.46213  16.87   5.02 3
 635.46329  26.47   5.93 3
 635.46445  13.00   4.48 3
 635.46561  19.82   5.99 3
 635.46676  17.02   5.05 3
 635.46792  29.92   6.49 3
 635.46908  15.80   4.57 3
 635.47024  14.67   4.79 3
 635.47139  14.30   4.67 3
 635.47255  23.34   5.78 3
 635.47371  14.24   4.66 3
 635.47486  18.04   5.15 3
 635.47602  22.24   5.40 3
 635.47718  16.96   5.03 3
 635.47834  14.68   4.76 3
 635.47949   6.74   3.97 3
 635.48065  14.26   4.97 3
 635.48181  16.94   4.70 3
 635.48297  16.27   5.04 3
 635.48412  25.75   6.47 3
 635.48528  21.27   5.62 3
 635.48644  22.25   5.97 3
 635.48760  24.67   5.94 3
 635.48875  21.72   5.74 3
 635.48991  19.30   5.35 3
 635.49107  22.17   5.38 3
 635.49223  17.70   4.94 3
 635.49338  18.15   4.85 3
 635.49454  10.76   3.82 3
 635.49570  36.95   7.15 3
 635.49686  22.90   5.58 3
 635.49801  23.59   6.04 3
 635.49917  13.03   4.84 3
 635.50033  16.91   5.84 3
 635.50149  22.59   5.49 3
 635.50264  23.47   5.53 3
 635.50380  20.79   5.20 3
 635.50496  24.13   5.71 3
 635.50611  23.94   6.73 3
 635.50727  27.47   6.98 3
 635.50843  25.81   6.21 3
 635.50959  29.82   6.73 3
 635.51074  15.57   5.16 3
 635.51190  22.53   6.15 3
 635.51306  21.12   5.29 3
 635.51422  24.15   5.71 3
 635.51537  19.43   5.33 3
 635.51653  22.11   5.66 3
 635.51769  11.52   4.40 3
 635.51885  23.39   5.51 3
 635.52000  24.47   6.33 3
 635.52116  21.91   5.32 3
 635.52232  25.89   6.06 3
 635.52348  26.00   6.08 3
 635.52463  19.66   5.08 3
 635.52579  18.63   5.31 3
 635.52695  13.39   4.61 3
 635.52811  25.11   6.57 3
 635.52926   9.97   4.61 3
 635.53042  14.27   4.30 3
 635.53158  22.39   5.44 3
 635.53274  18.25   5.21 3
 635.53389  22.80   5.55 3
 635.53505  20.67   5.17 3
 635.53621  11.72   4.67 3
 635.53736  23.49   5.54 3
 635.53852  14.21   4.65 3
 635.53968  13.06   4.52 3
 635.54084  21.35   5.92 3
 635.54199  26.63   5.97 3
 635.54315  18.17   4.86 3
 635.54431  32.55   6.51 3
 635.54547  22.72   5.81 3
 635.54662  26.06   6.36 3
 635.54778  27.15   5.93 3
 635.54894  16.98   5.10 3
 635.55010  27.39   6.26 3
 635.55125  24.18   6.02 3
 635.55241  23.64   5.58 3
 635.55357  12.99   4.49 3
 635.55473  22.16   5.67 3
 635.55588  23.46   6.61 3
 635.55704  25.02   6.03 3
 635.55820  18.40   5.24 3
 635.55936  19.84   5.74 3
 635.56051  19.68   5.08 3
 635.56167  20.78   5.49 3
 635.56283  22.14   5.97 3
 635.56399  28.79   6.64 3
 635.56514  25.02   6.45 3
 635.56630  20.03   5.49 3
 635.56746  13.34   4.24 3
 635.56861  25.46   5.87 3
 635.56977  31.28   6.39 3
 635.57093  19.62   5.39 3
 635.57209  20.89   5.53 3
 635.57324  17.33   5.45 3
 635.57440  22.37   6.01 3
 635.57556   7.49   4.56 3
 635.57672  22.54   6.12 3
 635.57787  25.23   5.81 3
 635.57903  20.39   5.57 3
 635.58019  27.30   6.41 3
 635.58135  15.41   4.85 3
 635.58250  26.03   6.09 3
 635.58366  23.92   5.66 3
 635.58482  26.17   6.39 3
 635.58598  36.58   6.92 3
 635.58713  28.49   6.26 3
 635.58829   9.33   3.97 3
 635.58945  25.06   5.76 3
 635.59061  33.81   6.63 3
 635.59176  25.62   6.17 3
 635.59292  22.00   5.34 3
 635.59408  20.68   5.17 3
 635.59524  20.76   5.78 3
 635.59639  31.17   6.36 3
 635.59755  30.95   6.72 3
 635.59871  14.44   4.35 3
 635.59986  20.80   5.80 3
 635.60102  23.31   5.49 3
 635.60218  16.96   5.04 3
 635.60334  16.84   5.00 3
 635.60449  25.41   6.51 3
 635.60565  16.71   4.63 3
 635.60681  15.58   4.50 3
 635.60797  28.56   6.09 3
 635.60912  20.86   5.52 3
 635.61028  19.88   5.15 3
 635.61144  18.15   5.18 3
 635.61260  17.72   5.82 3
 635.61375  21.58   5.41 3
 635.61491  14.25   4.30 3
 635.61607  19.82   5.44 3
 635.61723  16.88   5.32 3
 635.61838  11.99   4.43 3
 635.61954  16.52   4.80 3
 635.62070  21.16   5.59 3
 635.62186  16.11   5.29 3
 635.62301  23.57   5.56 3
 635.62417  26.19   6.12 3
 635.62533  15.56   5.16 3
 635.62649  16.90   4.69 3
 635.62764  22.42   5.45 3
 635.62880  21.03   5.83 3
 635.62996  24.16   5.72 3
 635.63111  15.60   4.50 3
 635.63227  13.02   4.84 3
 635.63343  10.48   4.46 3
 635.63459  15.52   5.18 3
 635.63574  20.89   5.23 3
 635.63690  20.71   5.48 3
 635.63806  22.37   5.73 3
 635.63922  18.12   4.84 3
 635.64037  21.83   5.72 3
 635.64153  22.41   5.75 3
 635.64269  18.75   5.02 3
 635.64385  22.15   5.66 3
 635.64500  27.45   5.99 3
 635.64616  28.61   6.84 3
 635.64732  36.26   7.09 3
 635.64848  25.80   5.77 3
 635.64963  35.19   7.00 3
 635.65079  56.14   9.09 3
 635.65195  40.34   7.48 3
 635.65311  68.18   9.81 3
 635.65426  65.06   9.86 3
 635.65542  63.83   9.13 3
 635.65658  78.51  10.15 3
 635.65774  70.00   9.69 3
 635.65889  93.56  11.27 3
 635.66005 100.28  11.67 3
 635.66121 109.67  12.10 3
 635.66236 141.93  14.28 3
 635.66352 158.47  14.54 3
 635.66468 144.28  14.17 3
 635.66584 149.49  14.29 3
 635.66699 177.63  15.29 3
 635.66815 162.15  14.77 3
 635.66931 189.36  15.81 3
 635.67047 140.05  13.75 3
 635.67162 179.14  15.33 3
 635.67278 153.75  14.50 3
 635.67394 136.98  13.62 3
 635.67510 153.38  14.60 3
 635.67625 132.68  13.39 3
 635.67741 108.09  12.53 3
 635.67857 114.41  12.54 3
 635.67973  91.36  11.22 3
 635.68088 100.12  11.91 3
 635.68204  83.41  10.43 3
 635.68320  76.46  10.27 3
 635.68436  46.12   8.22 3
 635.68551  83.21  10.51 3
 635.68667  58.11   8.96 3
 635.68783  61.81   9.21 3
 635.68899  52.25   8.26 3
 635.69014  41.27   7.65 3
 635.69130  52.68   8.34 3
 635.69246  41.46   7.77 3
 635.69361  42.79   7.80 3
 635.69477  52.26   8.46 3
 635.69593  36.34   7.09 3
 635.69709  32.73   6.55 3
 635.69824  31.19   6.87 3
 635.69940  24.66   6.47 3
 635.70056  44.63   7.67 3
 635.70172  30.05   6.75 3
 635.70287  14.06   6.13 3
 635.70403  30.39   6.60 3
 635.70519  26.25   6.42 3
 635.70635  23.60   6.37 3
 635.70750  22.12   5.36 3
 635.70866  24.60   5.65 3
 635.70982  21.97   5.33 3
 635.71098  21.97   5.62 3
 635.71213  30.85   7.32 3
 635.71329  34.10   6.93 3
 635.71445  33.41   6.70 3
 635.71561  18.29   5.22 3
 635.71676  34.98   7.19 3
 635.71792  33.69   6.75 3
 635.71908  31.74   6.74 3
 635.72024  38.03   7.29 3
 635.72139  15.58   4.50 3
 635.72255  33.65   7.21 3
 635.72371  24.58   5.64 3
 635.72486  20.79   5.78 3
 635.72602  31.19   6.86 3
 635.72718  32.56   6.51 3
 635.72834  26.37   6.20 3
 635.72949  16.84   4.67 3
 635.73065  18.13   5.74 3
 635.73181  25.98   6.27 3
 635.73297  27.30   6.23 3
 635.73412  29.40   6.28 3
 635.73528  20.65   5.65 3
 635.73644  33.38   6.93 3
 635.73760  22.17   5.39 3
 635.73875  35.01   7.20 3
 635.73991  25.99   5.81 3
 635.74107  29.64   6.18 3
 635.74223  33.57   6.97 3
 635.74338  32.27   6.46 3
 635.74454  26.30   6.16 3
 635.74570  35.88   6.93 3
 635.74686  31.48   6.44 3
 635.74801  35.18   7.00 3
 635.74917  24.74   6.22 3
 635.75033  28.86   6.73 3
 635.75149  28.75   6.39 3
 635.75264  38.59   7.18 3
 635.75380  41.57   7.50 3
 635.75496  34.96   6.96 3
 635.75611  43.91   8.08 3
 635.75727  27.94   6.38 3
 635.75843  16.80   5.00 3
 635.75959  38.60   7.41 3
 635.76074  31.68   6.73 3
 635.76190  37.70   7.22 3
 635.76306  13.05   5.68 3
 635.76422  25.86   5.78 3
 635.76537  22.09   5.36 3
 635.76653  36.45   7.71 3
 635.76769  31.41   6.43 3
 635.76885  46.64   7.97 3
 635.77000  28.97   6.49 3
 635.77116  22.02   5.91 3
 635.77232  27.99   6.12 3
 635.77348  41.53   7.34 3
 635.77463  22.42   5.75 3
 635.77579  29.64   6.58 3
 635.77695  32.62   6.53 3
 635.77811  30.90   6.31 3
 635.77926  37.98   7.06 3
 635.78042  46.65   7.92 3
 635.78158  22.30   5.72 3
 635.78274  25.63   6.43 3
 635.78389  27.39   5.98 3
 635.78505  39.97   7.47 3
 635.78621  36.38   6.88 3
 635.78736  33.11   6.64 3
 635.78852  19.91   5.16 3
 635.78968  30.55   6.64 3
 635.79084  27.74   6.33 3
 635.79199  22.00   5.63 3
 635.79315  24.53   6.44 3
 635.79431  29.97   6.42 3
 635.79547  24.99   5.75 3
 635.79662  19.45   5.63 3
 635.79778  32.32   6.73 3
 635.79894  29.92   6.25 3
 635.80010  29.42   6.29 3
 635.80125  33.20   6.89 3
 635.80241  23.34   6.05 3
 635.80357  35.43   6.83 3
 635.80473  35.46   6.83 3
 635.80588  41.44   7.33 3
 635.80704  35.10   6.76 3
